,history,physics,engineering,computer,publication,science,research,view,details,professor,faculty,award,pdf,quantum,studies,book,press,systems,hashimoto,tatsunori
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test9.csv,246.87853649028554,-0.0,-0.0,-0.0,-0.0,5.0824481694631976,24.059088304652036,-0.0,-0.0,-0.025702879115859216,0.24748105457132924,1.93117667713107,-0.0,-0.0,10.224655724514625,0.5523574675151124,50.33369563939942,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test90.csv,-0.9196212892302976,-0.0,13.829455015825326,13.261602605275234,-0.0,11.17837217171218,5.549463241004205,-0.0,-0.0,0.9880398485410682,1.4677491619258713,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test91.csv,-0.9186207105201208,0.2558757273264808,23.886121758317838,22.523064700345792,-0.0,31.552247515283874,5.562373982895198,-0.0,-0.0,-0.029619589073622277,1.471528479456974,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test92.csv,-0.9965106415953203,-0.0,15.073904032096696,24.496412214061834,-0.0,34.313531592464834,1.2907941524131008,-0.0,-0.0,-0.03215753677604619,1.60214349355257,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test93.csv,-0.9166131827051541,-0.0,52.145961564384315,22.589971456479507,-0.0,19.881162643911466,114.93978987791195,-0.0,-0.0,-0.029603855121196683,12.644117777534603,105.76765170051189,-0.0,-0.0,-0.0,-0.0,-0.0,33.5883491380602,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test94.csv,-0.994330703898974,-0.0,15.132786803278483,14.00269531176158,-0.0,11.779878898084803,1.3077354233530665,-0.0,-0.0,-0.032140450261270714,1.615057951566965,1.0421924239540863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test95.csv,-0.9932372920203761,-0.0,26.08585727962446,6.385237740271712,-0.0,4.8814575321918054,1.482796890400666,-0.0,-0.0,-0.03213189656387244,1.6191341094499971,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.1181796620020417,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test96.csv,-0.9921439798179977,-0.0,26.122719739309456,38.134699433386004,-0.0,68.84374855306423,1.4880796318593172,-0.0,-0.0,-0.03212334293736154,6.232913868256329,34.54487724649913,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test97.csv,-0.9910507672827518,-0.0,40.03614086027265,6.419262591526688,-0.0,4.9133720048401885,1.4933612350414205,-0.0,-0.0,-0.03211478938173744,1.6298364025276886,5.03811552176712,-0.0,-0.0,-0.0,-0.0,-0.0,5.173522613846855,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test98.csv,-0.9899576544055525,-0.0,77.83483064059011,78.76509490277567,-0.0,36.14579904442052,6.4625812231834034,-0.0,-0.0,5.453739152958194,1.6339097435080965,5.67165271282557,-0.0,-0.0,-0.0,-0.0,-0.0,1.2737857265460437,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test99.csv,-0.9888646411773155,-0.0,15.276254083826824,24.724383005184684,-0.0,21.775294623495796,1.5069453887888402,-0.0,-0.0,-0.0318282266744593,1.637982308073917,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.1279406652337465,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test0.csv,53.15476801844006,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.682571150922139,-0.0,-0.0,-0.0,2.065133328300149,0.1886238290310455,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test1.csv,40.21126111730739,-0.0,-0.0,-0.0,-0.0,0.07682400829255442,2.3229829924053185,-0.0,-0.0,0.6706228225743286,0.8110522729216819,1.7833924791652214,-0.0,-0.0,11.29424821027618,4.814016632709849,9.75424912866517,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test10.csv,74.26765074896068,-0.0,-0.0,-0.0,-0.0,-0.0,-0.40745987533726347,-0.0,-0.0,-0.06742656831455503,0.550767831585677,-0.0,-0.0,-0.0,1.6614952880610645,14.92224226179463,6.604641596829434,0.19196706945544045,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test100.csv,-0.0,-0.0,22.675535533221897,15.981949315283291,-0.0,6.492231691382916,0.394480032742909,-0.3220694552813185,-0.0,0.28168466624593524,4.420093908030207,-0.181244783253892,-0.0,-0.0,-0.0,-0.0,-0.0,6.848861701013063,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test101.csv,-0.0,-0.0,27.69261330697057,16.448996767777682,-0.0,4.8082329906743455,0.3506005549760273,-0.2776907853110618,-0.0,0.24750318417249587,3.831955215254692,-0.15627982965361054,-0.0,-0.0,-0.0,-0.0,-0.0,1.5974504851349318,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test102.csv,-0.0,-0.0,17.676851943130657,36.32599396107552,-0.0,18.96641645072382,5.805883415661273,-0.1766072528013397,-0.0,8.860442572754378,10.081777629041293,15.97560126718119,-0.0,-0.0,-0.0,-0.0,-0.0,0.07982379998491443,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test103.csv,-0.0,-0.0,21.745050183801887,3.271633636008638,-0.0,1.8270074324351397,0.44645170956143077,-0.32943944539180076,-0.0,0.3097062397991505,4.602064252219459,-0.1829506725141688,-0.0,-0.0,-0.0,-0.0,-0.0,1.9145056101763376,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test104.csv,-0.0,-0.0,21.762000641340713,3.283665649586795,-0.0,5.802628387288943,0.45766225405310823,-0.3284163000661736,-0.0,0.31432709787795293,4.612838621353601,-0.18238651961226982,-0.0,-0.0,-0.0,-0.0,-0.0,0.15318967569842046,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test105.csv,-0.0,-0.0,13.889460027042755,24.898632769120336,-0.0,9.921392410654846,0.1964158014193191,-0.1371512877368525,-0.0,1.4389033888889438,1.9369146888201516,-0.07616887118598263,-0.0,-0.0,-0.0,-0.0,-0.0,0.06477384671054781,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test106.csv,-0.0,-0.0,21.82124705037298,3.3175238101268327,-0.0,1.877532278725695,0.48028088262591845,-0.32641569328659126,-0.0,0.3261562911675131,4.63689651731468,-0.18127724003219223,-0.0,-0.0,-0.0,-0.0,-0.0,1.9250618732434621,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test107.csv,-0.0,-0.0,13.018842241337397,42.45093036049047,-0.0,3.498755123578564,2.726246341372295,-0.1939844449773068,-0.0,0.19718885522967125,2.7707072452730075,-0.10773297876390489,-0.0,-0.0,0.1072873644855748,-0.0,-0.0,0.09446933375222605,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test108.csv,-0.0,-0.0,21.870990476578633,3.338539096270642,-0.0,5.890593265452407,0.5057510834331989,-0.32440212832422227,-0.0,0.33544908885641905,4.660143494733951,-0.1801625625740574,-0.0,-0.0,-0.0,-0.0,-0.0,0.15991379990691487,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test109.csv,-0.0,-0.0,21.88771027424058,3.3505078647014384,-0.0,5.9093394276540785,0.5169125796421046,-0.3233801734315543,-0.0,-0.46729307502886985,4.6708629620673,-0.1795989038426547,-0.0,-0.0,-0.0,-0.0,-0.0,0.16134357841338215,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test11.csv,74.3239371029003,-0.0,-0.13970670336250113,-0.0,-0.0,-0.34993672292288974,-0.0,-0.0,-0.0,-0.10413398600082202,8.193600273332477,3.2299936203016792,-0.0,-0.0,0.3377671148165234,1.2473598156502745,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test110.csv,-0.0,-0.0,12.819655677348083,43.5147765558724,-0.0,3.4726909840235534,0.30886811621077026,-0.1885492879538587,-0.0,0.2018776376989878,2.7519937481576036,-0.10287657165630489,-0.0,-0.0,-0.0,-0.0,-0.0,0.09520681077935034,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test111.csv,-0.0,-0.0,21.95077316939035,8.893782990955343,-0.0,14.267817179487896,11.066238906438482,-0.321368610283407,-0.0,0.3498238320332045,4.7175447940573205,-0.17533579114233624,-0.0,-0.0,-0.0,-0.0,-0.0,0.16422182773714666,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test112.csv,-0.0,-0.0,21.967346844904284,3.383820810548983,-0.0,5.975964848413083,0.5517413475475706,-0.3203473722802679,-0.0,-0.46250404177979204,4.728210000443654,-0.17477298791809961,-0.0,-0.0,-0.0,-0.0,-0.0,0.16565033363702336,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test113.csv,-0.0,-0.0,25.885098403273577,30.579259375730693,-0.0,7.10950736590388,0.43622022297273355,-0.24747794110470211,-0.0,0.27610495892315673,3.672620471955229,-0.13501297044587912,-0.0,-0.0,-0.0,-0.0,-0.0,0.12948577360220115,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test114.csv,-0.0,-0.0,22.00424712833253,3.404652118419686,-0.0,6.015561036732787,4.691087472071951,-0.31832259966691917,-0.0,-0.46034409865982445,4.750518089327124,-0.17365462812399043,-0.0,-0.0,-0.0,-0.0,-0.0,0.16851718460380843,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test115.csv,-0.0,-0.0,22.020722866192727,3.416558390787953,-0.0,6.0341521520718295,0.5867462697621346,-0.3173020815055894,-0.0,0.3627431439879105,4.761152126345366,-0.17309212287263923,-0.0,-0.0,-0.0,-0.0,-0.0,0.16994442164014187,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test116.csv,-0.0,-0.0,28.03716842870886,2.8724879907050935,-0.0,1.1898518580470916,3.95880555773949,-0.26499286324312366,-0.0,0.3077678332265855,3.9979745795713373,-0.14455192532292216,-0.0,-0.0,-0.0,-0.0,-0.0,0.14358130673066238,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test117.csv,-0.0,1.0163138637413733,52.053583871147126,30.426233343575305,-0.0,25.60937731957454,5.691514979168555,-0.16022115690219818,-0.0,13.676708044794623,5.5062386037632,-0.08739579473961764,-0.0,-0.0,-0.0,-0.0,-0.0,1.275169808277374,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test118.csv,-0.0,-0.0,19.004695741912425,2.977270189604996,-0.0,1.7767140848516096,4.105758214627341,-0.2706392433433559,-0.0,0.32914456064007336,4.1322250226682335,-0.1476161046099657,-0.0,-0.0,-0.0,-0.0,-0.0,1.6914464594014857,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test119.csv,-0.0,-0.0,22.0919386703906,3.4697853316697462,-0.0,2.0767260207069365,0.6410532796700764,-0.3132814847089466,-0.0,0.3868429152130174,4.809931433605348,-0.17086726361217391,-0.0,-0.0,-0.0,-0.0,-0.0,2.5209247817288047,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test12.csv,22.207605322244653,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6076938377721449,-0.0,-0.0,-0.15485306782931527,1.0012006469408141,-0.0,-0.0,-0.0,58.95648123492022,5.37421339259148,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test120.csv,-0.0,-0.0,22.108253801030912,3.4816300341802786,-0.0,6.13007420984447,4.811532619259395,-0.31226215787810435,-0.0,0.3946954551736424,4.83090637669357,-0.17030525239919772,-0.0,-0.0,-0.0,-0.0,-0.0,0.1806377139780308,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test121.csv,-0.0,-0.0,21.433147205152085,22.768585608744107,-0.0,1.4420584983901088,4.678558291048496,-0.3015167259394048,-0.0,0.3867938996779138,4.690168660135546,-0.16443886139833003,-0.0,-0.0,-0.0,-0.0,-0.0,2.450518296021576,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test122.csv,-0.0,-0.0,16.342949607755866,29.319517105818136,-0.0,5.291116735102956,8.365657556427344,-0.22897672111937575,-0.0,0.29808049320056745,3.581352875079631,-0.12487277471513293,-0.0,-0.0,0.13795977839652476,-0.0,-0.0,10.483859391549535,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test123.csv,-0.0,-0.0,28.168905173532856,7.6138160614054975,-0.0,5.182927820884933,0.584992589890845,-0.25908218304252284,-0.0,0.3422383499473617,4.075155058178637,-0.14128342992987242,-0.0,-0.0,-0.0,-0.0,-0.0,0.1577516518059798,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test124.csv,-0.0,-0.0,22.185079339881696,3.525885216682798,-0.0,2.147506686395293,4.88427190667919,-0.30822060339671964,-0.0,0.413081590481335,4.875167198652603,-0.16807184220450744,-0.0,-0.0,-0.0,-0.0,-0.0,0.18971464678750882,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test125.csv,-0.0,-0.0,22.201223883215246,3.5376768884619,-0.0,6.222886016357352,0.7218155853729695,-0.3072024725676054,-0.0,0.4176474811634613,4.885683405956252,-0.16751032645792735,-0.0,-0.0,-0.0,-0.0,-0.0,0.19113562201887252,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test126.csv,-0.0,-0.0,19.13159734976199,3.056477217332658,-0.0,1.8725463924848742,0.6310208170445492,-0.26365894590908723,-0.0,0.3635705351466356,4.216163328994719,-0.14376156159175335,-0.0,-0.0,-0.0,-0.0,-0.0,0.1658122639489897,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test127.csv,-0.0,-0.0,14.987203296268474,36.900779824681024,-0.0,29.20177098110101,7.71358406450673,-0.20566274904464815,-0.0,0.2876282172330768,3.307112907368065,-0.11213353917672918,-0.0,-0.0,-0.0,-0.0,-0.0,0.13072849175273124,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test128.csv,-0.0,-0.0,22.268403325469375,3.570294226114765,-0.0,6.275867153590672,0.7589814906939581,-0.30418308838527736,-0.0,0.43143575860042893,4.919327305620844,-0.1658401021709322,-0.0,-0.0,-0.0,-0.0,-0.0,0.19542261351783252,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test129.csv,-0.0,-0.0,22.284395260770715,3.5820439184450352,-0.0,6.294135308486962,0.7699335324717144,-0.30316591171308416,-0.0,0.4359918898879508,4.929801768760988,-0.16527898198267085,-0.0,-0.0,-0.0,-0.0,-0.0,0.19684190259572518,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test13.csv,14.580651442416396,-0.0,-0.0,-0.0,-0.0,-0.6183408506695682,0.4567390939650848,-0.0,-0.0,-0.16783756534120167,1.261531927994721,-0.0,-0.0,-0.0,-0.11409604580460841,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test130.csv,-0.0,-0.0,22.300357906813257,3.5937825038937463,-0.0,6.3218328339735415,0.7920785509775565,-0.30214897542294755,-0.0,0.4438252002435624,4.950417310581377,-0.1647179612485371,-0.0,-0.0,-0.0,-0.0,-0.0,0.19826077241062665,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test131.csv,-0.0,-0.0,22.31629131724034,3.6055099929601355,-0.0,6.340043959489704,0.8030032171884924,-0.30113227945805965,-0.0,0.44837474373864733,4.960862384611313,-0.16415703995090358,-0.0,-0.0,-0.0,-0.0,-0.0,0.19967922308638855,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test132.csv,-0.0,-0.0,22.332195545597042,3.6172263961335154,-0.0,6.3582324905573335,0.8139188472818026,-0.3001158237616264,-0.0,0.45292186812162905,4.971297585003978,-0.16359621807214578,-0.0,-0.0,-0.0,-0.0,-0.0,0.20109725474682624,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test133.csv,-0.0,-0.0,22.80170899733096,37.03105521504324,-0.0,20.44071327963251,0.5558606284929868,-0.20156712731701862,-0.0,0.30829269163137424,3.3572480555190816,-0.1098717470311723,-0.0,-0.0,-0.0,-0.0,-0.0,0.1364774107171145,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test134.csv,-0.0,-0.0,22.374074841305966,3.63740998908053,-0.0,6.396943475954122,0.8359454978394737,-0.29810668209765884,-0.0,0.46208818437840693,4.9936740041078185,-0.16248429535589212,-0.0,-0.0,-0.0,-0.0,-0.0,0.20395156921407664,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test135.csv,-0.0,-0.0,34.38987323903251,2.6307437991034917,-0.0,4.6248117156914725,22.86639586561135,-0.21418184148805616,-0.0,6.64541302078409,3.6075912517873423,-0.1167357411324543,-0.0,-0.0,-0.0,-0.0,-0.0,2.803550886231605,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test136.csv,-0.0,-0.0,45.652062745414575,0.10946097773083921,-0.0,5.074954686930291,54.32227950992597,-0.09178946056942543,-0.0,3.2193842412591245,6.58824848046429,4.639799044236724,-0.0,-0.0,-0.0,-0.0,-0.0,96.29195851583891,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test137.csv,-0.0,-0.0,22.45389899730276,3.6710835187830804,-0.0,7.482599202309453,11.699897827979335,-0.29512805088315913,-0.0,9.258941637685568,5.036978256749804,-0.1579399102101545,-0.0,-0.0,-0.0,-0.0,-0.0,0.2094757742916837,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test138.csv,-0.0,-0.0,15.142523632721375,37.135304750757996,-0.0,17.93388675102862,3.467856018622845,-0.1982065964741527,-0.0,2.507434315776925,3.401469275427584,-0.10606056300710483,-0.0,-0.0,-0.0,-0.0,-0.0,0.14212213635887805,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test139.csv,-0.0,-0.0,22.498594193951064,3.691117654886551,-0.0,6.50424720320981,0.9060924170123623,-0.2931208821138439,-0.0,3.7317800283774427,5.059250786555143,-0.15682966553216496,-0.0,-0.0,-0.0,-0.0,-0.0,0.21232594624292725,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test14.csv,31.501387297282058,-0.0,-0.0,-0.0,-0.0,-0.4936064932622211,-0.5610918859075821,-0.0,-0.0,0.9160612562895176,3.929425671327215,-0.0,-0.0,-0.0,6.025277236339843,2.1242005260048105,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test140.csv,-0.0,-0.0,40.51416453425518,12.963725018511129,-0.0,4.1321919977057755,3.2833376180285865,-0.18480195735704816,-0.0,2.373454105593429,7.116298777234099,-0.09886478395009451,-0.0,-0.0,-0.0,-0.0,-0.0,5.942420418562868,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test141.csv,-0.0,-1.346008355886144,27.77892461120377,29.205286165732076,-0.0,23.37411292032294,9.630122047642622,-0.23749047422889133,-0.0,14.05165899330214,4.1588200891397,1.0399462354758564,-0.0,-0.0,-0.0,-0.0,-0.0,2.127372349885496,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test142.csv,-0.0,-0.0,22.546594773915512,3.7271709420526813,-0.0,6.5681219604951995,0.9505436492730924,-0.2901159398206382,-0.0,3.7742534824863028,5.109101860335829,-0.15431003628473383,-0.0,-0.0,-0.0,-0.0,-0.0,0.22021850245387742,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test143.csv,-0.0,-0.0,92.56207720106951,47.80244043836838,-0.0,25.803635370785226,6.377402083674258,-0.08873430409539841,-0.0,0.1622391539802618,9.398418543028374,-0.04719088862377235,-0.0,-0.0,0.8328219197176773,-0.0,-0.0,0.06802519276143439,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test144.csv,-0.0,-0.0,22.577531272129825,3.763536664486408,-0.0,6.624732683409243,0.9825304600812427,-0.2881358263280432,-0.0,3.792033974655333,5.1426525913736505,-0.15321086915873086,-0.0,-0.0,-0.0,-0.0,-0.0,0.22308738946344395,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test145.csv,-0.0,-0.0,15.917765186589802,2.659732142710005,-0.0,5.402847811487584,0.6998233075630188,-0.20229081140206243,-0.0,0.3799222413935148,3.6304635081638548,-0.10755026385169836,-0.0,-0.0,-0.0,-0.0,-0.0,0.15816940214414482,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test146.csv,-0.0,-0.0,19.478832932532008,8.151425405118031,-0.0,-0.32330740622051557,0.8648126584548274,-0.24638915801167774,-0.0,3.280493880330455,4.447301989417879,-0.13097603215209844,-0.0,-0.0,-0.0,-0.0,-0.0,0.19454980006614855,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test147.csv,-0.0,-0.0,22.641681218299695,0.44001929264518774,-0.0,1.865322819690866,1.0151630767676771,-0.2851258261399912,-0.0,17.32759804717162,5.175529426454398,-0.1515462578214104,-0.0,-0.0,-0.0,-0.0,-0.0,2.629198621435646,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test148.csv,-0.0,-0.0,40.65698949445665,2.4103082218366447,-0.0,9.645175245336977,13.238623902800754,-0.17974505606417474,-0.0,5.96244198497451,3.2807880167953902,0.8154723793326164,-0.0,-0.0,-0.0,-0.0,-0.0,4.6576152065177245,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test149.csv,-0.0,2.966883589448173,28.672269733477798,3.20279285394853,-0.0,11.611950986793484,4.489732078836309,-0.23721315957413505,-0.0,0.4718690140507362,4.354900999558219,-0.1252877803311418,-0.0,-0.0,-0.0,-0.0,-0.0,2.214120429378886,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test15.csv,60.557245562305354,-0.0,-0.0,-0.0,-0.0,-0.31224178350417664,0.3591402199925947,-0.0,-0.0,0.6534758550557908,0.8033454832913026,3.7985787722022075,-0.0,-0.0,8.251660614746326,7.208899786617994,7.632797423449668,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test150.csv,-0.0,-0.0,22.687521986713186,3.8347853332036532,-0.0,6.743201070063099,1.065533085635836,-0.28212403385787416,-0.0,3.8595031035124476,5.219377174131488,-0.14593427928780214,-0.0,-0.0,-0.0,-0.0,-0.0,0.23606247487966572,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test151.csv,-0.0,-0.0,22.702746305418838,3.846285004399963,-0.0,2.5705086720083132,5.4084414125583,-0.28111207024358664,-0.0,3.8693759295462007,5.229568002751001,-0.14537668724964412,-0.0,-0.0,-0.0,-0.0,-0.0,2.6514657274232194,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test152.csv,-0.0,-0.0,101.7179427407569,1.087190799607116,-0.0,6.110532855266753,8.546935638749828,-0.07893737017419204,-0.0,2.675991056982653,7.607858638911735,6.460022862296336,-0.0,-0.0,0.05835650844436778,-0.0,-0.0,3.6975205720733855,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test153.csv,-0.0,-0.0,22.733111343795805,12.001354517157893,-0.0,2.607676540114398,5.459303545311097,-0.2791363998098356,-0.0,3.8954789364705817,5.262806876302543,-0.14082416087159488,-0.0,-0.0,-0.0,-0.0,-0.0,2.6687858946632965,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test154.csv,-0.0,-0.0,19.588772698078458,3.3438778337065087,-0.0,2.2564006050739964,0.9677701473301072,-0.23949665026363642,-0.0,0.5177486048429183,4.540601560758852,-0.12078588087250715,-0.0,-0.0,-0.0,-0.0,-0.0,0.21338646095177174,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test155.csv,-0.0,-0.0,34.76915184921362,6.930974567648192,-0.0,7.312784812397986,0.8179973265975793,-0.1997865308365696,-0.0,0.43671551407056886,3.8092433194183433,-0.10072429154047972,-0.0,-0.0,-0.0,-0.0,-0.0,0.17966851282746685,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test156.csv,-0.0,-0.0,14.714813052978638,39.57450378444522,-0.0,4.433028011150586,0.7398309398384311,-0.17833444081416494,-0.0,0.3941650030419027,3.4198896047082252,-0.08987724144966275,-0.0,-0.0,-0.0,-0.0,-0.0,0.16187267252743934,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test16.csv,84.61300152281395,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2702091763168669,-0.0,-0.0,0.6915971684999956,0.6555870583673893,0.15629011102978776,-0.0,-0.0,1.314880624228303,0.1501654148904136,3.2584502443103633,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test17.csv,10.414639762222125,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7376392253925452,-0.0,-0.0,-0.1227831693651286,5.272922838186026,-0.0,-0.0,-0.0,4.2307869613783,8.239774364608168,0.6460646459840278,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test18.csv,181.7246725094714,-0.0,-0.0,-0.0,-0.0,5.502448659169529,2.1909123214415613,-0.0,-0.0,8.901563160578,1.1943826861497462,10.303904332413108,-0.0,-0.0,0.175218584809823,5.035859286341168,0.7190205268018495,-0.0,-0.0,-0.0
